Frequency (MHz),Time of Day,Occupancy (%),Field Strength (dBuV/m)
922.8,763,0,0
922.8,823,0,0
922.8,883,0,0
923.4,643,0,0
923.4,703,0,0
923.4,763,0,0
923.4,823,0,0
923.4,883,0,0
924.0,643,0,0
924.0,703,0,0
924.0,763,0,0
924.0,823,0,0
924.0,883,0,0
924.6,643,0,0
924.6,703,0,0
924.6,763,0,0
924.6,823,0,0
924.6,883,0,0
925.2,643,0,0
925.2,703,0,0
925.2,763,0,0
925.2,823,0,0
925.2,883,0,0
925.8,643,0,0
925.8,703,0,0
925.8,763,0,0
925.8,823,0,0
925.8,883,0,0
926.4,643,0,0
926.4,703,0,0
926.4,763,0,0
926.4,823,0,0
926.4,883,0,0
927.0,643,0,0
927.0,703,0,0
927.0,763,0,0
927.0,823,0,0
927.0,883,0,0
927.6,643,0,0
927.6,703,0,0
927.6,763,0,0
927.6,823,0,0
927.6,883,0,0
928.2,643,0,0
928.2,703,0,0
928.2,763,0,0
928.2,823,0,0
928.2,883,0,0
928.8,643,0,0
928.8,703,0,0
928.8,763,0,0
928.8,823,0,0
928.8,883,0,0
929.4,643,0,0
929.4,703,0,0
929.4,763,0,0
929.4,823,0,0
929.4,883,0,0
930.0,643,0,0
930.0,703,0,0
930.0,763,0,0
930.0,823,0,0
930.0,883,0,0
930.6,643,0,0
930.6,703,0,0
930.6,763,0,0
930.6,823,0,0
930.6,883,0,0
931.2,643,0,0
931.2,703,0,0
931.2,763,0,0
931.2,823,0,0
931.2,883,0,0
931.8,643,0,0
931.8,703,0,0
931.8,763,0,0
931.8,823,0,0
931.8,883,0,0
932.4,643,0,0
932.4,703,0,0
932.4,763,0,0
932.4,823,0,0
932.4,883,0,0
933.0,643,0,0
933.0,703,0,0
933.0,763,0,0
933.0,823,0,0
933.0,883,0,0
933.6,643,0,0
933.6,703,0,0
933.6,763,0,0
933.6,823,0,0
933.6,883,0,0
934.2,643,0,0
934.2,703,0,0
934.2,763,0,0
934.2,823,0,0
934.2,883,0,0
934.8,643,0,0
934.8,703,0,0
934.8,763,0,0
934.8,823,0,0
934.8,883,0,0
935.4,643,0,0
935.4,703,0,0
935.4,763,0,0
935.4,823,0,0
935.4,883,0,0
936.0,643,0,0
936.0,703,0,0
936.0,763,0,0
936.0,823,0,0
936.0,883,0,0
936.6,643,0,0
936.6,703,0,0
936.6,763,0,0
936.6,823,0,0
936.6,883,0,0
937.2,643,0,0
937.2,703,0,0
937.2,763,0,0
937.2,823,0,0
937.2,883,0,0
937.8,643,0,0
937.8,703,0,0
937.8,763,0,0
937.8,823,0,0
937.8,883,0,0
938.4,643,0,0
938.4,703,0,0
938.4,763,0,0
938.4,823,0,0
938.4,883,0,0
939.0,643,0,0
939.0,703,0,0
939.0,763,0,0
939.0,823,0,0
939.0,883,0,0
939.6,643,0,0
939.6,703,0,0
939.6,763,0,0
939.6,823,0,0
939.6,883,0,0
940.2,643,0,0
940.2,703,0,0
940.2,763,0,0
940.2,823,0,0
940.2,883,0,0
940.8,643,0,0
940.8,703,0,0
940.8,763,0,0
940.8,823,0,0
940.8,883,0,0
941.4,643,0,0
941.4,703,0,0
941.4,763,0,0
941.4,823,0,0
941.4,883,0,0
942.0,643,0,0
942.0,703,0,0
942.0,763,0,0
942.0,823,0,0
942.0,883,0,0
942.6,643,0,0
942.6,703,0,0
942.6,763,0,0
942.6,823,0,0
942.6,883,0,0
943.2,643,0,0
943.2,703,0,0
943.2,763,0,0
943.2,823,0,0
943.2,883,0,0
943.8,643,0,0
943.8,703,0,0
943.8,763,0,0
943.8,823,0,0
943.8,883,0,0
944.4,643,0,0
944.4,703,0,0
944.4,763,0,0
944.4,823,0,0
944.4,883,0,0
945.0,643,0,0
945.0,703,0,0
945.0,763,0,0
945.0,823,0,0
945.0,883,0,0
945.6,643,0,0
945.6,703,0,0
945.6,763,0,0
945.6,823,0,0
945.6,883,0,0
946.2,643,0,0
946.2,703,0,0
946.2,763,0,0
946.2,823,0,0
946.2,883,0,0
946.8,643,0,0
946.8,703,0,0
946.8,763,0,0
946.8,823,0,0
946.8,883,0,0
947.4,643,0,0
947.4,703,0,0
947.4,763,0,0
947.4,823,0,0
947.4,883,0,0
948.0,643,0,0
948.0,703,0,0
948.0,763,0,0
948.0,823,0,0
948.0,883,0,0
948.6,643,0,0
948.6,703,0,0
948.6,763,0,0
948.6,823,0,0
948.6,883,0,0
949.2,643,0,0
949.2,703,0,0
949.2,763,0,0
949.2,823,0,0
949.2,883,0,0
949.8,643,0,0
949.8,703,0,0
949.8,763,0,0
949.8,823,0,0
949.8,883,0,0
950.4,643,0,0
950.4,703,0,0
950.4,763,0,0
950.4,823,0,0
950.4,883,0,0
951.0,643,0,0
951.0,703,0,0
951.0,763,0,0
951.0,823,0,0
951.0,883,0,0
951.6,643,0,0
951.6,703,0,0
951.6,763,0,0
951.6,823,0,0
951.6,883,0,0
952.2,643,0,0
952.2,703,0,0
952.2,763,0,0
952.2,823,0,0
952.2,883,0,0
952.8,643,0,0
952.8,703,0,0
952.8,763,0,0
952.8,823,0,0
952.8,883,0,0
953.4,643,0,0
953.4,703,0,0
953.4,763,0,0
953.4,823,0,0
953.4,883,0,0
954.0,643,100,85
954.0,703,100,85
954.0,763,100,86
954.0,823,100,86
954.0,883,100,86
954.6,643,100,85
954.6,703,100,85
954.6,763,100,85
954.6,823,100,86
954.6,883,100,86
955.2,643,100,85
955.2,703,100,85
955.2,763,100,85
955.2,823,100,85
955.2,883,100,85
955.8,643,100,85
955.8,703,100,85
955.8,763,100,85
955.8,823,100,85
955.8,883,100,85
956.4,643,100,85
956.4,703,100,85
956.4,763,100,85
956.4,823,100,85
956.4,883,100,85
957.0,643,100,85
957.0,703,100,85
957.0,763,100,85
957.0,823,100,85
957.0,883,100,85
957.6,643,100,85
957.6,703,100,86
957.6,763,100,86
957.6,823,100,86
957.6,883,100,86
958.2,643,100,85
958.2,703,100,85
958.2,763,100,85
958.2,823,100,86
958.2,883,100,85
958.8,643,100,85
958.8,703,100,85
958.8,763,100,86
958.8,823,100,85
958.8,883,100,85
959.4,643,100,90
959.4,703,100,90
959.4,763,100,90
959.4,823,100,90
959.4,883,100,90
960.0,643,100,81
960.0,703,100,81
960.0,763,100,81
960.0,823,100,81
960.0,883,100,81
960.6,643,0,0
960.6,703,0,0
960.6,763,0,0
960.6,823,0,0
960.6,883,0,0
961.2,643,0,0
961.2,703,0,0
961.2,763,0,0
961.2,823,0,0
961.2,883,0,0
961.8,643,0,0
961.8,703,0,0
961.8,763,0,0
961.8,823,0,0
961.8,883,0,0
962.4,643,0,0
962.4,703,0,0
962.4,763,0,0
962.4,823,0,0
962.4,883,0,0
963.0,643,0,0
963.0,703,0,0
963.0,763,0,0
963.0,823,0,0
963.0,883,0,0
963.6,643,0,0
963.6,703,0,0
963.6,763,0,0
963.6,823,0,0
963.6,883,0,0
964.2,643,0,0
964.2,703,0,0
964.2,763,0,0
964.2,823,0,0
964.2,883,0,0
964.8,643,0,0
964.8,703,0,0
964.8,763,0,0
964.8,823,0,0
964.8,883,0,0
965.4,643,0,0
965.4,703,0,0
965.4,763,0,0
965.4,823,0,0
965.4,883,0,0
966.0,643,0,0
966.0,703,0,0
966.0,763,0,0
966.0,823,0,0
966.0,883,0,0
966.6,643,0,0
966.6,703,0,0
966.6,763,0,0
966.6,823,0,0
966.6,883,0,0
967.2,643,0,0
967.2,703,0,0
967.2,763,0,0
967.2,823,0,0
967.2,883,0,0
967.8,643,0,0
967.8,703,0,0
967.8,763,0,0
967.8,823,0,0
967.8,883,0,0
968.4,643,0,0
968.4,703,0,0
968.4,763,0,0
968.4,823,0,0
968.4,883,0,0
969.0,643,0,0
969.0,703,0,0
969.0,763,0,0
969.0,823,0,0
969.0,883,0,0
969.6,643,0,0
969.6,703,0,0
969.6,763,0,0
969.6,823,0,0
969.6,883,0,0
970.2,643,0,0
970.2,703,0,0
970.2,763,0,0
970.2,823,0,0
970.2,883,0,0
970.8,643,0,0
970.8,703,0,0
970.8,763,0,0
970.8,823,0,0
970.8,883,0,0
971.4,643,0,0
971.4,703,0,0
971.4,763,0,0
971.4,823,0,0
971.4,883,0,0
972.0,643,0,0
972.0,703,0,0
972.0,763,0,0
972.0,823,0,0
972.0,883,0,0
972.6,643,0,0
972.6,703,0,0
972.6,763,0,0
972.6,823,0,0
972.6,883,0,0
973.2,643,0,0
973.2,703,0,0
973.2,763,0,0
973.2,823,0,0
973.2,883,0,0
973.8,643,0,0
973.8,703,0,0
973.8,763,0,0
973.8,823,0,0
973.8,883,0,0
974.4,643,0,0
974.4,703,0,0
974.4,763,0,0
974.4,823,0,0
974.4,883,0,0
975.0,643,0,0
975.0,703,0,0
975.0,763,0,0
975.0,823,0,0
975.0,883,0,0
975.6,643,0,0
975.6,703,0,0
975.6,763,0,0
975.6,823,0,0
975.6,883,0,0
976.2,643,0,0
976.2,703,0,0
976.2,763,0,0
976.2,823,0,0
976.2,883,0,0
976.8,643,0,0
976.8,703,0,0
976.8,763,0,0
976.8,823,0,0
976.8,883,0,0
977.4,643,0,0
977.4,703,0,0
977.4,763,0,0
977.4,823,0,0
977.4,883,0,0
978.0,643,0,0
978.0,703,0,0
978.0,763,0,0
978.0,823,0,0
978.0,883,0,0
978.6,643,0,0
978.6,703,0,0
978.6,763,0,0
978.6,823,0,0
978.6,883,0,0
979.2,643,0,0
979.2,703,0,0
979.2,763,0,0
979.2,823,0,0
979.2,883,0,0
979.8,643,0,0
979.8,703,0,0
979.8,763,0,0
979.8,823,0,0
979.8,883,0,0
980.4,643,0,0
980.4,703,0,0
980.4,763,0,0
980.4,823,0,0
980.4,883,0,0
981.0,643,0,0
981.0,703,0,0
981.0,763,0,0
981.0,823,0,0
981.0,883,0,0
981.6,643,0,0
981.6,703,0,0
981.6,763,0,0
981.6,823,0,0
981.6,883,0,0
982.2,643,0,0
982.2,703,0,0
982.2,763,0,0
982.2,823,0,0
982.2,883,0,0
982.8,643,0,0
982.8,703,0,0
982.8,763,0,0
982.8,823,0,0
982.8,883,0,0
983.4,643,0,0
983.4,703,0,0
983.4,763,0,0
983.4,823,0,0
983.4,883,0,0
984.0,643,0,0
984.0,703,0,0
984.0,763,0,0
984.0,823,0,0
984.0,883,0,0
984.6,643,0,0
984.6,703,0,0
984.6,763,0,0
984.6,823,0,0
984.6,883,0,0
985.2,643,0,0
985.2,703,0,0
985.2,763,0,0
985.2,823,0,0
985.2,883,0,0
985.8,643,0,0
985.8,703,0,0
985.8,763,0,0
985.8,823,0,0
985.8,883,0,0
986.4,643,0,0
986.4,703,0,0
986.4,763,0,0
986.4,823,0,0
986.4,883,0,0
987.0,643,0,0
987.0,703,0,0
987.0,763,0,0
987.0,823,0,0
987.0,883,0,0
987.6,643,0,0
987.6,703,0,0
987.6,763,0,0
987.6,823,0,0
987.6,883,0,0
988.2,643,0,0
988.2,703,0,0
988.2,763,0,0
988.2,823,0,0
988.2,883,0,0
988.8,643,0,0
988.8,703,0,0
988.8,763,0,0
988.8,823,0,0
988.8,883,0,0
989.4,643,0,0
989.4,703,0,0
989.4,763,0,0
989.4,823,0,0
989.4,883,0,0
990.0,643,0,0
990.0,703,0,0
990.0,763,0,0
990.0,823,0,0
990.0,883,0,0
990.6,643,0,0
990.6,703,0,0
990.6,763,0,0
990.6,823,0,0
990.6,883,0,0
991.2,643,0,0
991.2,703,0,0
991.2,763,0,0
991.2,823,0,0
991.2,883,0,0
991.8,643,0,0
991.8,703,0,0
991.8,763,0,0
991.8,823,0,0
991.8,883,0,0
992.4,643,0,0
992.4,703,0,0
992.4,763,0,0
992.4,823,0,0
992.4,883,0,0
993.0,643,0,0
993.0,703,0,0
993.0,763,0,0
993.0,823,0,0
993.0,883,0,0
993.6,643,0,0
993.6,703,0,0
993.6,763,0,0
993.6,823,0,0
993.6,883,0,0
994.2,643,0,0
994.2,703,0,0
994.2,763,0,0
994.2,823,0,0
994.2,883,0,0
994.8,643,0,0
994.8,703,0,0
994.8,763,0,0
994.8,823,0,0
994.8,883,0,0
995.4,643,0,0
995.4,703,0,0
995.4,763,0,0
995.4,823,0,0
995.4,883,0,0
996.0,643,0,0
996.0,703,0,0
996.0,763,0,0
996.0,823,0,0
996.0,883,0,0
996.6,643,0,0
996.6,703,0,0
996.6,763,0,0
996.6,823,0,0
996.6,883,0,0
997.2,643,0,0
997.2,703,0,0
997.2,763,0,0
997.2,823,0,0
997.2,883,0,0
997.8,643,0,0
997.8,703,0,0
997.8,763,0,0
997.8,823,0,0
997.8,883,0,0
998.4,643,0,0
998.4,703,0,0
998.4,763,0,0
998.4,823,0,0
998.4,883,0,0
999.0,643,0,0
999.0,703,0,0
999.0,763,0,0
999.0,823,0,0
999.0,883,0,0
999.6,643,0,0
999.6,703,0,0
999.6,763,0,0
999.6,823,0,0
999.6,883,0,0
1000.2,643,0,0
1000.2,703,0,0
1000.2,763,0,0
1000.2,823,0,0
1000.2,883,0,0
1000.8,643,0,0
1000.8,703,0,0
1000.8,763,0,0
1000.8,823,0,0
1000.8,883,0,0
1001.4,643,0,0
1001.4,703,0,0
1001.4,763,0,0
1001.4,823,0,0
1001.4,883,0,0
1002.0,643,0,0
1002.0,703,0,0
1002.0,763,0,0
1002.0,823,0,0
1002.0,883,0,0
1002.6,643,0,0
1002.6,703,0,0
1002.6,763,0,0
1002.6,823,0,0
1002.6,883,0,0
1003.2,643,0,0
1003.2,703,0,0
1003.2,763,0,0
1003.2,823,0,0
1003.2,883,0,0
1003.8,643,0,0
1003.8,703,0,0
1003.8,763,0,0
1003.8,823,0,0
1003.8,883,0,0
1004.4,643,0,0
1004.4,703,0,0
1004.4,763,0,0
1004.4,823,0,0
1004.4,883,0,0
1005.0,643,0,0
1005.0,703,0,0
1005.0,763,0,0
1005.0,823,0,0
1005.0,883,0,0
1005.6,643,0,0
1005.6,703,0,0
1005.6,763,0,0
1005.6,823,0,0
1005.6,883,0,0
1006.2,643,0,0
1006.2,703,0,0
1006.2,763,0,0
1006.2,823,0,0
1006.2,883,0,0
1006.8,643,0,0
1006.8,703,0,0
1006.8,763,0,0
1006.8,823,0,0
1006.8,883,0,0
1007.4,643,0,0
1007.4,703,0,0
1007.4,763,0,0
1007.4,823,0,0
1007.4,883,0,0
1008.0,643,0,0
1008.0,703,0,0
1008.0,763,0,0
1008.0,823,0,0
1008.0,883,0,0
1008.6,643,0,0
1008.6,703,0,0
1008.6,763,0,0
1008.6,823,0,0
1008.6,883,0,0
1009.2,643,0,0
1009.2,703,0,0
1009.2,763,0,0
1009.2,823,0,0
1009.2,883,0,0
1009.8,643,0,0
1009.8,703,0,0
1009.8,763,0,0
1009.8,823,0,0
1009.8,883,0,0
1010.4,643,0,0
1010.4,703,0,0
1010.4,763,0,0
1010.4,823,0,0
1010.4,883,0,0
1011.0,643,0,0
1011.0,703,0,0
1011.0,763,0,0
1011.0,823,0,0
1011.0,883,0,0
1011.6,643,0,0
1011.6,703,0,0
1011.6,763,0,0
1011.6,823,0,0
1011.6,883,0,0
1012.2,643,0,0
1012.2,703,0,0
1012.2,763,0,0
1012.2,823,0,0
1012.2,883,0,0
1012.8,643,0,0
1012.8,703,0,0
1012.8,763,0,0
1012.8,823,0,0
1012.8,883,0,0
1013.4,643,0,0
1013.4,703,0,0
1013.4,763,0,0
1013.4,823,0,0
1013.4,883,0,0
1014.0,643,0,0
1014.0,703,0,0
1014.0,763,0,0
1014.0,823,0,0
1014.0,883,0,0
1014.6,643,0,0
1014.6,703,0,0
1014.6,763,0,0
1014.6,823,0,0
1014.6,883,0,0
1015.2,643,0,0
1015.2,703,0,0
1015.2,763,0,0
1015.2,823,0,0
1015.2,883,0,0
1015.8,643,0,0
1015.8,703,0,0
1015.8,763,0,0
1015.8,823,0,0
1015.8,883,0,0
1016.4,643,0,0
1016.4,703,0,0
1016.4,763,0,0
1016.4,823,0,0
1016.4,883,0,0
1017.0,643,0,0
1017.0,703,0,0
1017.0,763,0,0
1017.0,823,0,0
1017.0,883,0,0
1017.6,643,0,0
1017.6,703,0,0
1017.6,763,0,0
1017.6,823,0,0
1017.6,883,0,0
1018.2,643,0,0
1018.2,703,0,0
1018.2,763,0,0
1018.2,823,0,0
1018.2,883,0,0
1018.8,643,0,0
1018.8,703,0,0
1018.8,763,0,0
1018.8,823,0,0
1018.8,883,0,0
1019.4,643,0,0
1019.4,703,0,0
1019.4,763,0,0
1019.4,823,0,0
1019.4,883,0,0
1020.0,643,0,0
1020.0,703,0,0
1020.0,763,0,0
1020.0,823,0,0
1020.0,883,0,0
1020.6,643,0,0
1020.6,703,0,0
1020.6,763,0,0
1020.6,823,0,0
1020.6,883,0,0
1021.2,643,0,0
1021.2,703,0,0
1021.2,763,0,0
1021.2,823,0,0
1021.2,883,0,0
1021.8,643,0,0
1021.8,703,0,0
1021.8,763,0,0
1021.8,823,0,0
1021.8,883,0,0
1022.4,643,0,0
1022.4,703,0,0
1022.4,763,0,0
1022.4,823,0,0
1022.4,883,0,0
1023.0,643,0,0
1023.0,703,0,0
1023.0,763,0,0
1023.0,823,0,0
1023.0,883,0,0
1023.6,643,0,0
1023.6,703,0,0
1023.6,763,0,0
1023.6,823,0,0
1023.6,883,0,0
1024.2,643,0,0
1024.2,703,0,0
1024.2,763,0,0
1024.2,823,0,0
1024.2,883,0,0
1024.8,643,0,0
1024.8,703,0,0
1024.8,763,0,0
1024.8,823,0,0
1024.8,883,0,0
1025.4,643,0,0
1025.4,703,0,0
1025.4,763,0,0
1025.4,823,0,0
1025.4,883,0,0
1026.0,643,0,0
1026.0,703,0,0
1026.0,763,0,0
1026.0,823,0,0
1026.0,883,0,0
1026.6,643,0,0
1026.6,703,0,0
1026.6,763,0,0
1026.6,823,0,0
1026.6,883,0,0
1027.2,643,0,0
1027.2,703,0,0
1027.2,763,0,0
1027.2,823,0,0
1027.2,883,0,0
1027.8,643,0,0
1027.8,703,0,0
1027.8,763,0,0
1027.8,823,0,0
1027.8,883,0,0
1028.4,643,0,0
1028.4,703,0,0
1028.4,763,0,0
1028.4,823,0,0
1028.4,883,0,0
1029.0,643,0,0
1029.0,703,0,0
1029.0,763,0,0
1029.0,823,0,0
1029.0,883,0,0
1029.6,643,0,0
1029.6,703,0,0
1029.6,763,0,0
1029.6,823,0,0
1029.6,883,0,0
1030.2,643,0,0
1030.2,703,0,0
1030.2,763,0,0
1030.2,823,0,0
1030.2,883,0,0
1030.8,643,0,0
1030.8,703,0,0
1030.8,763,0,0
1030.8,823,0,0
1030.8,883,0,0
1031.4,643,0,0
1031.4,703,0,0
1031.4,763,0,0
1031.4,823,0,0
1031.4,883,0,0
1032.0,643,0,0
1032.0,703,0,0
1032.0,763,0,0
1032.0,823,0,0
1032.0,883,0,0
1032.6,643,0,0
1032.6,703,0,0
1032.6,763,0,0
1032.6,823,0,0
1032.6,883,0,0
1033.2,643,0,0
1033.2,703,0,0
1033.2,763,0,0
1033.2,823,0,0
1033.2,883,0,0
1033.8,643,0,0
1033.8,703,0,0
1033.8,763,0,0
1033.8,823,0,0
1033.8,883,0,0
1034.4,643,0,0
1034.4,703,0,0
1034.4,763,0,0
1034.4,823,0,0
1034.4,883,0,0
1035.0,643,0,0
1035.0,703,0,0
1035.0,763,0,0
1035.0,823,0,0
1035.0,883,0,0
1035.6,643,0,0
1035.6,703,0,0
1035.6,763,0,0
1035.6,823,0,0
1035.6,883,0,0
1036.2,643,0,0
1036.2,703,0,0
1036.2,763,0,0
1036.2,823,0,0
1036.2,883,0,0
1036.8,643,0,0
1036.8,703,0,0
1036.8,763,0,0
1036.8,823,0,0
1036.8,883,0,0
1037.4,643,0,0
1037.4,703,0,0
1037.4,763,0,0
1037.4,823,0,0
1037.4,883,0,0
1038.0,643,0,0
1038.0,703,0,0
1038.0,763,0,0
1038.0,823,0,0
1038.0,883,0,0
1038.6,643,0,0
1038.6,703,0,0
1038.6,763,0,0
1038.6,823,0,0
1038.6,883,0,0
1039.2,643,0,0
1039.2,703,0,0
1039.2,763,0,0
1039.2,823,0,0
1039.2,883,0,0
1039.8,643,0,0
1039.8,703,0,0
1039.8,763,0,0
1039.8,823,0,0
1039.8,883,0,0
1040.4,643,0,0
1040.4,703,0,0
1040.4,763,0,0
1040.4,823,0,0
1040.4,883,0,0
1041.0,643,0,0
1041.0,703,0,0
1041.0,763,0,0
1041.0,823,0,0
1041.0,883,0,0
1041.6,643,0,0
1041.6,703,0,0
1041.6,763,0,0
1041.6,823,0,0
1041.6,883,0,0
1042.2,643,0,0
1042.2,703,0,0
1042.2,763,0,0
1042.2,823,0,0
1042.2,883,0,0
1042.8,643,0,0
1042.8,703,0,0
1042.8,763,0,0
1042.8,823,0,0
1042.8,883,0,0
1043.4,643,0,0
1043.4,703,0,0
1043.4,763,0,0
1043.4,823,0,0
1043.4,883,0,0
1044.0,643,0,0
1044.0,703,0,0
1044.0,763,0,0
1044.0,823,0,0
1044.0,883,0,0
1044.6,643,0,0
1044.6,703,0,0
1044.6,763,0,0
1044.6,823,0,0
1044.6,883,0,0
1045.2,643,0,0
1045.2,703,0,0
1045.2,763,0,0
1045.2,823,0,0
1045.2,883,0,0
1045.8,643,0,0
1045.8,703,0,0
1045.8,763,0,0
1045.8,823,0,0
1045.8,883,0,0
1046.4,643,0,0
1046.4,703,0,0
1046.4,763,0,0
1046.4,823,0,0
1046.4,883,0,0
1047.0,643,0,0
1047.0,703,0,0
1047.0,763,0,0
1047.0,823,0,0
1047.0,883,0,0
1047.6,643,0,0
1047.6,703,0,0
1047.6,763,0,0
1047.6,823,0,0
1047.6,883,0,0
1048.2,643,0,0
1048.2,703,0,0
1048.2,763,0,0
1048.2,823,0,0
1048.2,883,0,0
1048.8,643,0,0
1048.8,703,0,0
1048.8,763,0,0
1048.8,823,0,0
1048.8,883,0,0
1049.4,643,0,0
1049.4,703,0,0
1049.4,763,0,0
1049.4,823,0,0
1049.4,883,0,0
1050.0,643,0,0
1050.0,703,0,0
1050.0,763,0,0
1050.0,823,0,0
1050.0,883,0,0
1050.6,643,0,0
1050.6,703,0,0
1050.6,763,0,0
1050.6,823,0,0
1050.6,883,0,0
1051.2,643,0,0
1051.2,703,0,0
1051.2,763,0,0
1051.2,823,0,0
1051.2,883,0,0
1051.8,643,0,0
1051.8,703,0,0
1051.8,763,0,0
1051.8,823,0,0
1051.8,883,0,0
1052.4,643,0,0
1052.4,703,0,0
1052.4,763,0,0
1052.4,823,0,0
1052.4,883,0,0
1053.0,643,0,0
1053.0,703,0,0
1053.0,763,0,0
1053.0,823,0,0
1053.0,883,0,0
1053.6,643,0,0
1053.6,703,0,0
1053.6,763,0,0
1053.6,823,0,0
1053.6,883,0,0
1054.2,643,0,0
1054.2,703,0,0
1054.2,763,0,0
1054.2,823,0,0
1054.2,883,0,0
1054.8,643,0,0
1054.8,703,0,0
1054.8,763,0,0
1054.8,823,0,0
1054.8,883,0,0
1055.4,643,0,0
1055.4,703,0,0
1055.4,763,0,0
1055.4,823,0,0
1055.4,883,0,0
1056.0,643,0,0
1056.0,703,0,0
1056.0,763,0,0
1056.0,823,0,0
1056.0,883,0,0
1056.6,643,0,0
1056.6,703,0,0
1056.6,763,0,0
1056.6,823,0,0
1056.6,883,0,0
1057.2,643,0,0
1057.2,703,0,0
1057.2,763,0,0
1057.2,823,0,0
1057.2,883,0,0
1057.8,643,0,0
1057.8,703,0,0
1057.8,763,0,0
1057.8,823,0,0
1057.8,883,0,0
1058.4,643,0,0
1058.4,703,0,0
1058.4,763,0,0
1058.4,823,0,0
1058.4,883,0,0
1059.0,643,0,0
1059.0,703,0,0
1059.0,763,0,0
1059.0,823,0,0
1059.0,883,0,0
1059.6,643,0,0
1059.6,703,0,0
1059.6,763,0,0
1059.6,823,0,0
1059.6,883,0,0
1060.2,643,0,0
1060.2,703,0,0
1060.2,763,0,0
1060.2,823,0,0
1060.2,883,0,0
1060.8,643,0,0
1060.8,703,0,0
1060.8,763,0,0
1060.8,823,0,0
1060.8,883,0,0
1061.4,643,0,0
1061.4,703,0,0
1061.4,763,0,0
1061.4,823,0,0
1061.4,883,0,0
1062.0,643,0,0
1062.0,703,0,0
1062.0,763,0,0
1062.0,823,0,0
1062.0,883,0,0
1062.6,643,0,0
1062.6,703,0,0
1062.6,763,0,0
1062.6,823,0,0
1062.6,883,0,0
1063.2,643,0,0
1063.2,703,0,0
1063.2,763,0,0
1063.2,823,0,0
1063.2,883,0,0
1063.8,643,0,0
1063.8,703,0,0
1063.8,763,0,0
1063.8,823,0,0
1063.8,883,0,0
1064.4,643,0,0
1064.4,703,0,0
1064.4,763,0,0
1064.4,823,0,0
1064.4,883,0,0
1065.0,643,0,0
1065.0,703,0,0
1065.0,763,0,0
1065.0,823,0,0
1065.0,883,0,0
1065.6,643,0,0
1065.6,703,0,0
1065.6,763,0,0
1065.6,823,0,0
1065.6,883,0,0
1066.2,643,0,0
1066.2,703,0,0
1066.2,763,0,0
1066.2,823,0,0
1066.2,883,0,0
1066.8,643,0,0
1066.8,703,0,0
1066.8,763,0,0
1066.8,823,0,0
1066.8,883,0,0
1067.4,643,0,0
1067.4,703,0,0
1067.4,763,0,0
1067.4,823,0,0
1067.4,883,0,0
1068.0,643,0,0
1068.0,703,0,0
1068.0,763,0,0
1068.0,823,0,0
1068.0,883,0,0
1068.6,643,0,0
1068.6,703,0,0
1068.6,763,0,0
1068.6,823,0,0
1068.6,883,0,0
1069.2,643,0,0
1069.2,703,0,0
1069.2,763,0,0
1069.2,823,0,0
1069.2,883,0,0
1069.8,643,0,0
1069.8,703,0,0
1069.8,763,0,0
1069.8,823,0,0
1069.8,883,0,0
1070.4,643,0,0
1070.4,703,0,0
1070.4,763,0,0
1070.4,823,0,0
1070.4,883,0,0
1071.0,643,0,0
1071.0,703,0,0
1071.0,763,0,0
1071.0,823,0,0
1071.0,883,0,0
1071.6,643,0,0
1071.6,703,0,0
1071.6,763,0,0
1071.6,823,0,0
1071.6,883,0,0
1072.2,643,0,0
1072.2,703,0,0
1072.2,763,0,0
1072.2,823,0,0
1072.2,883,0,0
1072.8,643,0,0
1072.8,703,0,0
1072.8,763,0,0
1072.8,823,0,0
1072.8,883,0,0
1073.4,643,0,0
1073.4,703,0,0
1073.4,763,0,0
1073.4,823,0,0
1073.4,883,0,0
1074.0,643,0,0
1074.0,703,0,0
1074.0,763,0,0
1074.0,823,0,0
1074.0,883,0,0
1074.6,643,0,0
1074.6,703,0,0
1074.6,763,0,0
1074.6,823,0,0
1074.6,883,0,0
1075.2,643,0,0
1075.2,703,0,0
1075.2,763,0,0
1075.2,823,0,0
1075.2,883,0,0
1075.8,643,0,0
1075.8,703,0,0
1075.8,763,0,0
1075.8,823,0,0
1075.8,883,0,0
1076.4,643,0,0
1076.4,703,0,0
1076.4,763,0,0
1076.4,823,0,0
1076.4,883,0,0
1077.0,643,0,0
1077.0,703,0,0
1077.0,763,0,0
1077.0,823,0,0
1077.0,883,0,0
1077.6,643,0,0
1077.6,703,0,0
1077.6,763,0,0
1077.6,823,0,0
1077.6,883,0,0
1078.2,643,0,0
1078.2,703,0,0
1078.2,763,0,0
1078.2,823,0,0
1078.2,883,0,0
1078.8,643,0,0
1078.8,703,0,0
1078.8,763,0,0
1078.8,823,0,0
1078.8,883,0,0
1079.4,643,0,0
1079.4,703,0,0
1079.4,763,0,0
1079.4,823,0,0
1079.4,883,0,0
1080.0,643,0,0
1080.0,703,0,0
1080.0,763,0,0
1080.0,823,0,0
1080.0,883,0,0
1080.6,643,0,0
1080.6,703,0,0
1080.6,763,0,0
1080.6,823,0,0
1080.6,883,0,0
1081.2,643,0,0
1081.2,703,0,0
1081.2,763,0,0
1081.2,823,0,0
1081.2,883,0,0
1081.8,643,0,0
1081.8,703,0,0
1081.8,763,0,0
1081.8,823,0,0
